Gene name,Strand,RefSeq mRNA ID,NCBI gene (formerly Entrezgene) ID
PRXL2B,1,NM_001195737,127281
PRXL2B,1,NM_152371,127281
PRXL2B,1,NM_001195741,127281
PRXL2B,1,NM_001195738,127281
PRXL2B,1,NM_001195736,127281
PRXL2B,1,NM_001195740,127281
,1,NM_004829,9437
,1,NM_001145457,9437
,1,NM_001145458,9437
,1,NM_001242357,9437
,1,NM_001242356,9437
,1,,9437
OR2J3,1,NM_001005216,442186
HLA-H,1,,
MICB,1,NM_001289161,4277
MICB,1,NM_005931,4277
MICB,1,,4277
MICB,1,NM_001289160,4277
SCT,-1,NM_021920,6343
PTDSS2,1,,81490
PTDSS2,1,NM_001329544,81490
PTDSS2,1,NM_030783,81490
PTDSS2,1,NM_001329548,81490
PTDSS2,1,NM_001329545,81490
TMC4,-1,NM_144686,147798
TMC4,-1,NM_001145303,147798
KCNIP4,-1,,80333
,1,,105374516
SLC5A8,-1,NM_145913,160728
TIMM22,1,NM_013337,29928
OR2U2P,-1,,
TRIM10,-1,NM_006778,10107
TRIM10,-1,NM_052828,10107
LENG1,-1,NM_024316,79165
NXN,-1,,64359
NXN,-1,NM_022463,64359
VSTM1,-1,NM_198481,284415
VSTM1,-1,NM_001288792,284415
VSTM1,-1,NM_001288791,284415
VSTM1,-1,NM_001288793,284415
VSTM1,-1,,284415
ANO4,1,,121601
ANO4,1,NM_001286615,121601
ANO4,1,NM_178826,121601
ANO4,1,NM_001286616,121601
MICG,-1,,
RNF39,-1,NM_170769,80352
RNF39,-1,NM_025236,80352
KIR3DX1,1,,
HCN3,1,NM_020897,57657
HCN3,1,,57657
ZNF90P2,-1,,
LILRA5,-1,NM_021250,353514
LILRA5,-1,NM_181985,353514
LILRA5,-1,NM_181879,353514
LILRA5,-1,NM_181986,353514
MUC21,1,,394263
MUC21,1,NM_001322371,394263
MUC21,1,NM_001322370,394263
MUC21,1,NM_001010909,394263
UGT2A3,-1,NM_024743,79799
UGT2A3,-1,,79799
HCG15,1,,
TRIM31-AS1,1,,104533120
TNF,1,NM_000594,7124
RPS9,1,,6203
RPS9,1,NM_001321702,6203
RPS9,1,NM_001321701,6203
RPS9,1,NM_001013,6203
RPS9,1,NM_001321706,6203
RPS9,1,NM_001321705,6203
RPS9,1,NM_001321704,6203
OR11A1,-1,,26531
OR11A1,-1,NM_013937,26531
FAM189B,-1,NM_198264,10712
FAM189B,-1,,10712
FAM189B,-1,NM_001267608,10712
FAM189B,-1,NM_006589,10712
UGT2B27P,-1,,101929773
MOG,1,NM_206814,4340
MOG,1,NM_001008229,4340
MOG,1,NM_002433,4340
MOG,1,,4340
MOG,1,NM_206810,4340
MOG,1,NM_206811,4340
MOG,1,NM_206809,4340
MOG,1,NM_001008228,4340
MOG,1,NM_001170418,4340
MOG,1,NM_001363610,4340
MOG,1,NM_206812,4340
UGT2B29P,-1,,
LILRB1,1,,10859
UGT2B10,1,NM_001075,7365
UGT2B10,1,NM_001290091,7365
UGT2B10,1,NM_001144767,7365
NLRP7,-1,NM_139176,199713
NLRP7,-1,NM_001127255,199713
NLRP7,-1,NM_206828,199713
OSCAR,-1,NM_206818,126014
OSCAR,-1,NM_001282349,126014
OSCAR,-1,NM_001282350,126014
OSCAR,-1,NM_133168,126014
OSCAR,-1,NM_133169,126014
OSCAR,-1,NM_130771,126014
OSCAR,-1,,126014
NCR1,1,NM_001242356,9437
UGT2B15,-1,NM_001076,7366
MT2P1,1,,
TMPRSS11E,1,NM_014058,28983
TMPRSS11E,1,,28983
LAIR2,1,NM_002288,3904
LAIR2,1,NM_021270,3904
LAIR2,1,,3904
PCGF7P,1,,
ZNF729,1,,100287226
ZNF676,-1,NM_001001411,163223
ZNF676,-1,,163223
ZNF92P2,-1,,
MTDHP5,1,,
VN1R85P,-1,,
BNIP3P31,-1,,
YTHDC1,-1,NM_001031732,91746
YTHDC1,-1,NM_133370,91746
YTHDC1,-1,NM_001330698,91746
YTHDC1,-1,,91746
BNIP3P30,1,,
LILRB4,1,NM_001278426,11006
LILRB4,1,,11006
LILRB4,1,NM_001278428,11006
LILRB4,1,NM_001278427,11006
LILRB4,1,NM_001278429,11006
TFPT,-1,NM_013342,29844
TFPT,-1,NM_001321792,29844
MUC20,1,NM_001291833,200958
,1,,26121
,1,NM_015629,26121
NLRP2,1,NM_001174081,55655
NLRP2,1,NM_017852,55655
NLRP2,1,NM_001348003,55655
NLRP2,1,NM_001174082,55655
NLRP2,1,NM_001174083,55655
DEFB104B,-1,NM_001040702,503618
DEFB105B,1,NM_001040703,245908
DEFB105B,1,NM_001040703,504180
PRR23D1,1,NM_001282479,100131608
PRR23D1,1,NM_001282479,100133251
DEFB4B,-1,NM_001205266,1673
DEFB4B,-1,NM_001205266,100289462
NDUFA3,1,NM_004542,4696
FAM90A7P,-1,,
DEFB103B,-1,NM_018661,55894
DEFB108C,1,,
KSR1P1,-1,,
IGKV1OR10-1,1,,
FAM90A22P,-1,,
LILRA3,-1,NM_006865,11026
LILRA3,-1,NM_001172654,11026
LILRA3,-1,,11026
OR7E157P,1,,
PABPC1P8,-1,,
HSPD1P3,1,,
FAM90A21P,-1,,
ZNF705G,-1,NM_001164457,100131980
LILRA6,-1,,79168
DEFB107B,1,NM_001040705,245910
DEFB107B,1,NM_001040705,503614
FAM90A6P,-1,,
SPAG11B,-1,,10407
SPAG11B,-1,NM_058200,10407
SPAG11B,-1,NM_058202,10407
SPAG11B,-1,NM_016512,10407
SPAG11B,-1,NM_058207,10407
SPAG11B,-1,NM_058206,10407
SPAG11B,-1,NM_058201,10407
SPAG11B,-1,NM_058203,10407
RNA5-8SN4,1,,109864274
NLRP7,-1,,199713
DEFB106B,-1,NM_001040704,503841
MBOAT7,-1,,79143
FAM66B,-1,,
FAM90A23P,-1,,
PRAMEF5,1,NM_001013407,343068
PRAMEF22,1,,
PRAMEF18,-1,NM_001100631,391003
PRAMEF18,-1,NM_001099850,391003
PRAMEF18,-1,NM_001100631,653606
PRAMEF18,-1,NM_001099850,653606
,1,,101929006
LILRA2,1,NM_006866,11027
LILRA2,1,NM_001130917,11027
LILRA2,1,,11027
LILRA2,1,NM_001290271,11027
LILRA2,1,NM_001290270,11027
ZFP57,-1,NM_001366333,346171
ZFP57,-1,NM_001109809,346171
OR2H5P,1,,
OR5V1,-1,,81696
GPR53P,-1,,
OR2J2,1,NM_030905,26707
PRAMEF8,-1,NM_001012276,391002
PRAMEF8,-1,,391002
TMEM183AP1,1,,
HLA-DRB9,-1,,
MSH5-SAPCD1,1,,
DENND11,-1,NM_001080392,57189
DENND11,-1,,57189
MYOM2,1,NM_003970,9172
MYOM2,1,,9172
HNRNPCL2,-1,NM_001136561,440563
PRAMEF25,-1,NM_001306072,441873
PRAMEF25,-1,,441873
PRAMEF25,-1,NM_001306072,645359
PRAMEF25,-1,,645359
HLA-G,1,NM_001384280,3135
HLA-G,1,NM_001363567,3135
HLA-G,1,NM_001384290,3135
HLA-G,1,,3135
HLA-G,1,NM_002127,3135
WEE2-AS1,-1,,285962
HNRNPCL4,-1,NM_001302551,101060301
PRAMEF33,1,NM_001291381,645382
PRAMEF9,1,NM_001010890,343070
MYL6P5,1,,
NDUFA3,1,,4696
BTG3-AS1,1,,110806272
SSBP1,1,NM_003143,6742
SSBP1,1,,6742
SSBP1,1,NM_001256513,6742
SSBP1,1,NM_001256511,6742
SSBP1,1,NM_001256512,6742
SSBP1,1,NM_001256510,6742
BTG3,-1,NM_001130914,10950
BTG3,-1,,10950
BTG3,-1,NM_006806,10950
RPL32P1,1,,
LILRA6,-1,NM_024318,79168
OR2J1,1,,442185
DDX39BP1,1,,
HCG4P8,-1,,
DHX16,-1,NM_001363515,8449
DHX16,-1,NM_001164239,8449
DHX16,-1,NM_003587,8449
DHX16,-1,,8449
C22orf15,1,,150248
C22orf15,1,NM_001376903,150248
C22orf15,1,NM_182520,150248
C22orf15,1,NM_001331041,150248
HLA-K,1,,
CABIN1,1,,23523
CABIN1,1,NM_001199281,23523
HSPA1B,1,NM_005346,3304
HSPA1B,1,,3304
SLC39A11,-1,,201266
GABBR1,-1,NM_001470,2550
GABBR1,-1,NM_001319053,2550
GABBR1,-1,NM_021903,2550
GABBR1,-1,NM_021904,2550
GABBR1,-1,,2550
SMARCB1,1,,6598
SMARCB1,1,NM_001362877,6598
SMARCB1,1,NM_001317946,6598
SMARCB1,1,NM_003073,6598
SMARCB1,1,NM_001007468,6598
CEACAM4,-1,,1089
CEACAM4,-1,NM_001362495,1089
CEACAM4,-1,NM_001817,1089
CEACAM4,-1,NM_001362492,1089
CEACAM4,-1,NM_001362493,1089
AGK,1,,55750
AGK,1,NM_018238,55750
AGK,1,NM_001364948,55750
TMEM179,-1,,388021
TMEM179,-1,NM_001286389,388021
TMEM179,-1,NM_001286390,388021
CEACAMP3,1,,
HLA-DRA,1,NM_019111,3122
PLEKHA3P1,-1,,
DNAJC19P2,-1,,
KBTBD11-OT1,1,,104266957
CEACAM21,1,NM_033543,90273
CEACAM21,1,NM_001288773,90273
CEACAM21,1,NM_001290113,90273
CEACAM21,1,,90273
CEACAM21,1,NM_001098506,90273
IFITM4P,-1,,
,-1,,101927815
LINC01194,1,,
C14orf180,1,NM_001008404,400258
C14orf180,1,NM_001286399,400258
C14orf180,1,NM_001286400,400258
WEE2,1,NM_001105558,494551
WEE2,1,,494551
,-1,,101928058
BTNL2,-1,NM_001304561,56244
BTNL2,-1,,56244
KBTBD11,1,NM_014867,9920
LINC02569,1,,
OR2J4P,1,,
HCG18,-1,,414777
MUC20,1,NM_020790,200958
FAM189A1,-1,NM_001387217,23359
FAM189A1,-1,NM_001387215,23359
FAM189A1,-1,NM_001387216,23359
FAM189A1,-1,NM_001387214,23359
FAM189A1,-1,NM_015307,23359
FAM189A1,-1,,23359
ARHGEF10,1,NM_014629,9639
ARHGEF10,1,NM_001308152,9639
ARHGEF10,1,NM_001308153,9639
ARHGEF10,1,,9639
DNAJC19P3,-1,,
FAM20C,1,NM_020223,56975
LINC01480,1,,101927931
,1,,100507642
CEACAM7,-1,,1087
CEACAM7,-1,NM_006890,1087
CEACAM7,-1,NM_001291485,1087
APBA2,1,,321
APBA2,1,NM_001353792,321
APBA2,1,NM_001130414,321
APBA2,1,NM_001353793,321
APBA2,1,NM_001353794,321
APBA2,1,NM_001353797,321
APBA2,1,NM_001379685,321
APBA2,1,NM_001353790,321
APBA2,1,NM_001353788,321
APBA2,1,NM_005503,321
APBA2,1,NM_001353789,321
APBA2,1,NM_001353795,321
APBA2,1,NM_001353791,321
APBA2,1,NM_001353796,321
DDR1-DT,-1,,
NEU1,-1,,4758
NEU1,-1,NM_000434,4758
,1,,105375115
MIF,1,NM_002415,4282
MIF,1,,4282
PATL2,1,,197135
TRIM69,1,,140691
TRIM69,1,NM_001301144,140691
TRIM69,1,NM_001301145,140691
TRIM69,1,NM_001301146,140691
TRIM69,1,NM_080745,140691
TRIM69,1,NM_182985,140691
DERL3,-1,,91319
DERL3,-1,NM_001135751,91319
DERL3,-1,NM_001002862,91319
DERL3,-1,NM_001363072,91319
DERL3,-1,NM_198440,91319
LILRB1,1,NM_006669,10859
LILRB1,1,NM_001388355,10859
LILRB1,1,NM_001388357,10859
LILRB1,1,NM_001081638,10859
LILRB1,1,NM_001388356,10859
LILRB1,1,NM_001081639,10859
LILRB1,1,NM_001388358,10859
LILRB1,1,NM_001081637,10859
LILRB1,1,NM_001278398,10859
LILRB1,1,NM_001278399,10859
LILRB3,-1,,11025
LILRB3,-1,,102725035
LILRB3,-1,,107987425
LILRB3,-1,,107987462
ATP23,1,,91419
ATP23,1,NM_001320409,91419
ATP23,1,NM_033276,91419
ATP23,1,NM_001320410,91419
ATP23,1,NM_001320408,91419
LINC02403,1,,105369785
TFPT,-1,,29844
FAM20C,1,,56975
GIHCG,-1,,
MAS1LP1,-1,,
HCG4,-1,,
SUMO2P1,-1,,
MDC1-AS1,1,,106478956
RN7SKP65,-1,,
ZNRD1ASP,-1,,80862
SLC2A11,1,NM_001024938,66035
SLC2A11,1,,66035
SLC2A11,1,NM_030807,66035
SLC2A11,1,NM_001024939,66035
SLC2A11,1,NM_001282864,66035
OR2U1P,-1,,
TBX22,1,,50945
TBX22,1,NM_016954,50945
TBX22,1,NM_001303475,50945
TBX22,1,NM_001109879,50945
TBX22,1,NM_001109878,50945
SORD2P,-1,,653381
HLA-T,1,,
HERC2,-1,NM_004667,8924
POMZP3,-1,NM_152992,22932
POMZP3,-1,NM_012230,22932
POMZP3,-1,,22932
OR2I1P,1,,
TSBP1-AS1,1,,414764
LINC00533,-1,,387055
LINC01556,1,,
PSORS1C1,1,,170679
PSORS1C1,1,NM_014068,170679
SERPINF1,1,,5176
HLA-B,-1,,3106
HLA-B,-1,NM_005514,3106
B2M,1,NM_004048,567
B2M,1,,567
APOM,1,,55937
APOM,1,NM_001256169,55937
APOM,1,NM_019101,55937
SCARF1,-1,NM_003693,8578
SCARF1,-1,,8578
SCARF1,-1,NM_145350,8578
RPS17P1,-1,,
MICA,1,NM_001289154,100507436
MICA,1,,100507436
MICA,1,NM_001289152,100507436
MICA,1,NM_001289153,100507436
MICA,1,NM_001177519,100507436
WHAMMP2,1,,
ABCB10P3,1,,
UPK3B,1,NM_182684,105375355
UPK3B,1,NM_030570,105375355
UPK3B,1,NM_182683,105375355
UPK3B,1,,105375355
C4B_2,1,NM_001242823,100293534
C4B_2,1,,100293534
TRIM26BP,1,,
SPDYE16,-1,NM_001378423,285955
SPDYE16,-1,NM_175064,285955
SPDYE16,-1,,285955
SPDYE16,-1,NM_001378423,102723555
SPDYE16,-1,NM_175064,102723555
SPDYE16,-1,,102723555
RPSAP2,1,,
PPP1R10,-1,NM_002714,5514
PPP1R10,-1,NM_001376195,5514
PPP1R10,-1,,5514
,1,,107987373
DTX2,1,,113878
DTX2,1,NM_020892,113878
DTX2,1,NM_001102595,113878
DTX2,1,NM_001102594,113878
DTX2,1,NM_001102596,113878
CTSO,-1,NM_001334,1519
HERC2P1,-1,,
OCA2,-1,NM_001300984,4948
OCA2,-1,NM_000275,4948
OCA2,-1,,4948
ASIC5,-1,NM_017419,51802
TDO2,1,,6999
TDO2,1,NM_005651,6999
TLCD2,-1,NM_001164407,727910
,1,,100133091
WDR81,1,,124997
WDR81,1,NM_152348,124997
WDR81,1,NM_001163811,124997
WDR81,1,NM_001163809,124997
WDR81,1,NM_001163673,124997
MROH5,-1,,389690
MROH5,-1,NM_207414,389690
ZFP57,-1,,346171
LINC01300,1,,731779
HNRNPA1P38,1,,
PTP4A3,1,NM_032611,11156
PTP4A3,1,,11156
PTP4A3,1,NM_007079,11156
MAMDC2-AS1,-1,,
MAMDC2,1,NM_001347990,256691
MAMDC2,1,NM_153267,256691
MAMDC2,1,,256691
HCG17,-1,,414778
U2,-1,,
RPL5P32,1,,
FAM138D,-1,,677784
GPR20,-1,NM_005293,2843
OR2AD1P,-1,,
PDCD6IPP2,1,,
MAS1L,-1,NM_052967,116511
IQSEC3,1,NM_001170738,440073
IQSEC3,1,NM_015232,440073
IQSEC3,1,,440073
OR2H2,1,NM_007160,7932
GOLGA8M,-1,NM_001282468,653720
TRBV11-1,1,,
TRBV7-6,1,,
ATAT1,1,NM_001190724,79969
ATAT1,1,NM_001318762,79969
ATAT1,1,,79969
ATAT1,1,NM_001318763,79969
ATAT1,1,NM_001031722,79969
ATAT1,1,NM_001254952,79969
ATAT1,1,NM_024909,79969
NSMCE3,-1,NM_138704,56160
LILRB5,-1,NM_006840,10990
LILRB5,-1,NM_001081442,10990
LILRB5,-1,NM_001304457,10990
LILRB5,-1,NM_001081443,10990
LILRB5,-1,,10990
TRBV10-1,1,,
HERC2P9,1,,440248
TRBV5-2,1,,
TRBV7-4,1,,
TRBV5-5,1,,
CES1P1,1,,51716
CES1P1,1,,107987423
TRBV11-3,1,,
TRBV1,1,,
TRBV19,1,,
CES5A,-1,,221223
CES5A,-1,NM_001190158,221223
CES5A,-1,NM_145024,221223
CES5A,-1,NM_001143685,221223
,1,,100132285
TRBV12-4,1,,
TRBV7-1,1,,
RPL41P2,1,,
TRBV25-1,1,,
,1,,100289656
TRBV17,1,,
TRBV5-3,1,,
TRBV7-9,1,,
TRBV5-7,1,,
DDX11L8,1,,
TRBV27,1,,
LY6G5C,-1,,80741
LY6G5C,-1,NM_025262,80741
HSP90AA4P,1,,
TRBV7-2,1,,
,-1,,574538
TRBV21-1,1,,
LINC01262,1,,101928971
TRPV5,-1,NM_019841,56302
TRPV5,-1,,56302
WASH8P,-1,,100288778
SLC43A2,-1,NM_152346,124935
SLC43A2,-1,NM_001321365,124935
SLC43A2,-1,NM_001284498,124935
SLC43A2,-1,NM_001284499,124935
SLC43A2,-1,,124935
SLC43A2,-1,NM_001321364,124935
HNRNPA1P2,1,,
TOMM40P4,-1,,
STK19,1,,8859
STK19,1,NM_032454,8859
STK19,1,NM_004197,8859
CDRT15P3,-1,,408029
CHRFAM7A,-1,NM_139320,89832
CHRFAM7A,-1,NM_148911,89832
CHRFAM7A,-1,,89832
HSPA1A,1,NM_005345,3303
HSPA1A,1,,3303
OR2P1P,-1,,
UBDP1,-1,,
HLA-F-AS1,-1,,285830
HSPA1L,-1,NM_005527,3305
GPSM3,-1,,63940
GPSM3,-1,NM_001276501,63940
GPSM3,-1,NM_022107,63940
ARHGAP11B,1,NM_001039841,89839
U8,-1,,
RPH3AL-AS1,1,,
ARHGAP11A,1,NM_001286479,9824
ARHGAP11A,1,NM_014783,9824
ARHGAP11A,1,NM_199357,9824
ARHGAP11A,1,NM_001286480,9824
RPH3AL,-1,,9501
RPH3AL,-1,NM_006987,9501
RPH3AL,-1,NM_001190411,9501
TRBV12-5,1,,
MICC,1,,
TRBJ2-2P,1,,
LSM2,-1,,57819
LSM2,-1,NM_021177,57819
PRSS3P3,-1,,
TRBJ1-6,1,,
TRBJ1-5,1,,
TRBV11-2,1,,
TRBV20-1,1,,
HLA-DOB,-1,,3112
HLA-DOB,-1,NM_002120,3112
TRBV10-2,1,,
LLCFC1,1,,135927
LLCFC1,1,NM_001382496,135927
TRBV9,1,,
PRSS3P1,1,,
TRBC1,1,,
TRBJ2-1,1,,
TRY2P,-1,,207147
ZBED9,-1,NM_052923,114821
RPP21,1,NM_024839,79897
RPP21,1,NM_001199121,79897
RPP21,1,,79897
RPP21,1,NM_001199120,79897
RPP21,1,NM_001199119,79897
RPP21,1,NM_024839,202658
RPP21,1,NM_001199121,202658
RPP21,1,,202658
RPP21,1,NM_001199120,202658
RPP21,1,NM_001199119,202658
OR12D2,1,NM_013936,26529
OR5V1,-1,NM_030876,81696
TRPV6,-1,NM_018646,55503
TRPV6,-1,,55503
KRT18P1,-1,,
LILRA5,-1,,353514
PRRT1,-1,,80863
PRRT1,-1,NM_030651,80863
PRRT1,-1,NM_001363780,80863
PRRT1,-1,,100507547
PRRT1,-1,NM_030651,100507547
PRRT1,-1,NM_001363780,100507547
HLA-DRB3,-1,NM_022555,3125
RPL13AP,1,,
OR12D3,-1,,81797
OR12D3,-1,NM_030959,81797
GNL1,-1,NM_005275,2794
GNL1,-1,,2794
TRPM1,-1,NM_001252020,4308
TRPM1,-1,NM_001252024,4308
TRPM1,-1,NM_002420,4308
TRPM1,-1,,4308
LY6G6E,-1,,
HCG21,-1,,
RILP,-1,,83547
RILP,-1,NM_031430,83547
MRPS18B,1,NM_014046,28973
MRPS18B,1,,28973
SPPL2C,1,NM_175882,162540
MIR22HG,-1,,84981
RPS7P11,-1,,
LINC02210,1,,147081
TRBV6-7,1,,
PRSS2,1,,5645
PRSS2,1,NM_001303414,5645
PRSS2,1,NM_002770,5645
KANSL1-AS1,1,,644246
KANSL1-AS1,1,,107984142
TRBV7-3,1,,
TRBV18,1,,
MAPK8IP1P2,-1,,
MOXD2P,-1,,
NSFP1,1,,
WNT3,-1,NM_030753,7473
WNT3,-1,,7473
WNT3,-1,NM_030753,101929777
WNT3,-1,,101929777
CES1,-1,,1066
CES1,-1,NM_001025194,1066
CES1,-1,NM_001266,1066
CES1,-1,NM_001025195,1066
PRSS1,1,,5644
PRSS1,1,NM_002769,5644
AZU1,1,,566
AZU1,1,NM_001700,566
DDT,-1,NM_001084392,1652
DDT,-1,NM_001355,1652
DDT,-1,,1652
DDT,-1,NM_001381852,1652
DDT,-1,NM_001084392,100037417
DDT,-1,NM_001355,100037417
DDT,-1,,100037417
DDT,-1,NM_001381852,100037417
LRRC37A2,-1,NM_001006607,474170
LRRC37A2,-1,NM_001385803,474170
LRRC37A2,-1,,474170
DND1P1,1,,
ARHGAP27,-1,NM_001385392,201176
ARHGAP27,-1,NM_001385391,201176
ARHGAP27,-1,NM_001385390,201176
ARHGAP27,-1,NM_001385388,201176
ARHGAP27,-1,NM_001385387,201176
ARHGAP27,-1,NM_001385386,201176
ARHGAP27,-1,NM_001385385,201176
ARHGAP27,-1,NM_001385389,201176
ARHGAP27,-1,NM_001385399,201176
ARHGAP27,-1,NM_001385398,201176
ARHGAP27,-1,NM_001385397,201176
ARHGAP27,-1,NM_001385396,201176
ARHGAP27,-1,NM_001385394,201176
ARHGAP27,-1,NM_199282,201176
ARHGAP27,-1,NM_001385395,201176
ARHGAP27,-1,NM_001385393,201176
ARHGAP27,-1,,201176
ARHGAP27,-1,NM_001385384,201176
ARHGAP27,-1,NM_174919,201176
ARHGAP27,-1,NM_001282290,201176
PRTN3,1,NM_002777,5657
PRTN3,1,,5657
PRPF8,-1,NM_006445,10594
PRPF8,-1,,10594
TRBV23-1,1,,
TRBV5-4,1,,
GSTT1,-1,,2952
GSTT1,-1,NM_001293808,2952
GSTT1,-1,NM_001293810,2952
GSTT1,-1,NM_001293811,2952
GSTT1,-1,NM_001293812,2952
GSTT1,-1,NM_000853,2952
GSTT1,-1,NM_001293809,2952
GSTT1,-1,NM_001293807,2952
GSTT1,-1,NM_001293813,2952
GSTT1,-1,NM_001293814,2952
PRSS3P2,1,,
HLA-W,1,,
HCG4B,-1,,
OR6V1,1,NM_001001667,346517
NCR3,-1,,259197
NCR3,-1,NM_147130,259197
NCR3,-1,NM_001145466,259197
NCR3,-1,NM_001145467,259197
HCG27,1,,253018
OR9P1P,-1,,
PGBD4P1,1,,
TRBJ1-4,1,,
OR12D1,1,NM_001348208,26530
NRM,-1,,11270
NRM,-1,NM_001270710,11270
NRM,-1,NM_001270709,11270
NRM,-1,NM_001270708,11270
NRM,-1,NM_007243,11270
NRM,-1,NM_001384369,11270
NRM,-1,NM_001270707,11270
MGAM2,1,,93432
MGAM2,1,NM_001293626,93432
PLPPR3,-1,,79948
PSORS1C2,-1,NM_014069,170680
HCP5,1,,10866
MED16,-1,,10025
MED16,-1,NM_005481,10025
KIR2DL2,1,,3803
TRIM39,1,,56658
TRIM39,1,NM_001369521,56658
TRIM39,1,NM_001369522,56658
TRIM39,1,NM_001369523,56658
TRIM39,1,NM_172016,56658
TRIM39,1,NM_021253,56658
MAPT-IT1,-1,,100130148
MAPT,-1,NM_001377267,4137
MAPT,-1,NM_016834,4137
MAPT,-1,,4137
MAPT,-1,NM_001377268,4137
MAPT,-1,NM_016841,4137
MAPT,-1,NM_016835,4137
MAPT,-1,NM_001377265,4137
MAPT,-1,NM_005910,4137
MAPT,-1,NM_001203252,4137
MAPT,-1,NM_001123066,4137
MAPT,-1,NM_001377266,4137
MAPT,-1,NM_001123067,4137
MAPT,-1,NM_001203251,4137
MIF-AS1,-1,,
GSTT2,1,NM_000854,2953
GSTT2,1,NM_001302670,2953
DDX39BP2,1,,
AGPAT1,-1,NM_001371439,10554
AGPAT1,-1,NM_006411,10554
AGPAT1,-1,NM_001371437,10554
AGPAT1,-1,NM_001371438,10554
AGPAT1,-1,,10554
AGPAT1,-1,NM_032741,10554
LENG8,1,,114823
LENG8,1,NM_001375638,114823
LENG8,1,NM_052925,114823
LENG8,1,NM_001375639,114823
LENG8,1,NM_001375641,114823
LENG8,1,NM_001375640,114823
PRPF31,1,NM_015629,26121
PRPF31,1,,26121
OR9A2,-1,NM_001001658,135924
,1,,101927829
TRBV13,1,,
ELANE,1,,1991
ELANE,1,NM_001972,1991
TRBV28,1,,
TRBJ2-2,1,,
IGKV1D-8,1,,
EPHB6,1,NM_004445,2051
EPHB6,1,,2051
EPHB6,1,NM_001280794,2051
EPHB6,1,NM_001280795,2051
CHCHD10,-1,,400916
CHCHD10,-1,NM_001301339,400916
CHCHD10,-1,NM_213720,400916
IGKV3D-7,1,,
IGKV1OR2-118,-1,,
PRH2,1,,5555
PRH2,1,NM_001110213,5555
MICD,-1,,
CFD,1,NM_001928,1675
CFD,1,NM_001317335,1675
GSTT4,-1,NM_001358664,25774
GSTT4,-1,,25774
OR2G1P,-1,,
ABHD16A,-1,,7920
ABHD16A,-1,NM_021160,7920
ABHD16A,-1,NM_001177515,7920
WASF5P,-1,,
PTMAP1,1,,
HLA-V,1,,352962
TAS2R30,-1,NM_001097643,259293
DDTL,1,NM_001084393,100037417
TAS2R19,-1,NM_176888,259294
NAIP,1,,4671
NAIP,1,NM_004536,4671
NAIP,1,NM_001346870,4671
NAIP,1,NM_022892,4671
TAS2R8,-1,NM_023918,50836
TAS2R7,-1,NM_023919,50837
MMP11,1,,4320
MMP11,1,NM_005940,4320
TAS2R50,-1,NM_176890,259296
TAS2R43,-1,NM_176884,259289
TAS2R43,-1,NM_176884,259291
TAS2R14,-1,NM_023922,50840
TAS2R14,-1,NM_001316893,50840
TAS2R14,-1,NM_023922,106707243
TAS2R14,-1,NM_001316893,106707243
TAS2R9,-1,NM_023917,50835
TAS2R45,-1,NM_176886,259291
LY6G6F,1,NM_001003693,259215
TAS2R31,-1,NM_176885,259290
TAS2R13,-1,NM_023920,50838
TAS2R46,-1,NM_176887,259292
TTYH1,1,NM_020659,57348
TTYH1,1,NM_001005367,57348
TTYH1,1,NM_001201461,57348
TTYH1,1,,57348
TAS2R20,-1,NM_176889,259295
TAS2R15P,-1,,
PRR4,-1,,5554
PRR4,-1,NM_001098538,5554
PRR4,-1,NM_007244,5554
PRR4,-1,NM_001291314,5554
PRR4,-1,,11272
PRR4,-1,NM_001098538,11272
PRR4,-1,NM_007244,11272
PRR4,-1,NM_001291314,11272
LINC01149,1,,101929111
MCCD1P2,-1,,
PSMB9,1,,5698
PSMB9,1,NM_002800,5698
DDAH2,-1,,23564
DDAH2,-1,NM_001303008,23564
DDAH2,-1,NM_001303007,23564
DDAH2,-1,NM_013974,23564
PTPRN2,-1,,5799
PPP1R11,1,,6992
PPP1R11,1,NM_021959,6992
MAPT-IT1,1,,100130148
TJP1,-1,NM_001355012,7082
TJP1,-1,NM_001301025,7082
TJP1,-1,NM_175610,7082
TJP1,-1,NM_001355015,7082
TJP1,-1,NM_003257,7082
TJP1,-1,NM_001355014,7082
TJP1,-1,NM_001330239,7082
TJP1,-1,,7082
TJP1,-1,NM_001301026,7082
TJP1,-1,NM_001355013,7082
GSTT2B,-1,NM_001363804,653689
GSTT2B,-1,NM_001080843,653689
GSDMD,1,NM_001166237,79792
GSDMD,1,,79792
GSDMD,1,NM_024736,79792
WNT9B,1,,7484
WNT9B,1,NM_003396,7484
WNT9B,1,NM_001320458,7484
TCF19,1,NM_007109,6941
TCF19,1,NM_001318908,6941
TCF19,1,NM_001077511,6941
TCF19,1,,6941
MAPT-AS1,-1,,
SALL3,1,,27164
SALL3,1,NM_171999,27164
NCF4-AS1,-1,,107985578
RN7SL268P,-1,,
LINC02210-CRHR1,1,,1394
LINC02210-CRHR1,1,,104909134
NCF4,1,,4689
NCF4,1,NM_013416,4689
NCF4,1,NM_000631,4689
MAPK8IP1P1,1,,
SMIM10L1,1,,100129361
LRRC37A4P,-1,,
TAS2R64P,-1,,
TAS2R10,-1,NM_023921,50839
NSF,1,NM_006178,4905
NSF,1,,4905
